i,H,rr,energy,error_r,error_a
5,0.1,10.000000000000002,-2.514361835854531,3.9245195747725944e-13,9.867662242868391e-13
6,10.0,0.0,1.3670704689250162,0.15080419695105224,0.17914425823953106
6,10.0,2.0,1.1879262051076953,4.695400888903705e-9,5.5777897856046366e-9
6,10.0,2.0,1.1879262051076571,4.695433038772698e-9,5.577827977276684e-9
6,10.0,4.0,1.1879262106845214,8.112234385488929e-13,9.636735853746359e-13
6,10.0,4.0,1.187926210684533,8.01503710713745e-13,9.521272659185342e-13
6,10.0,6.0,1.187926210684217,1.0674878012794304e-12,1.2680967387268538e-12
6,10.0,6.0,1.187926210684305,9.934683354579185e-13,1.1801670751765414e-12
6,10.0,8.0,1.1879262106838473,1.3787060098471508e-12,1.637801005927031e-12
6,10.0,8.0,1.1879262106838349,1.3891734090542333e-12,1.6502355038028327e-12
6,10.0,10.0,1.1879262106831303,1.9822637248412466e-12,2.354783035229957e-12
6,10.0,10.0,1.187926210682617,2.4144177778193664e-12,2.8681501618166294e-12
6,5.0,0.0,0.9389505927095572,0.44714322904120307,0.2901201425739104
6,5.0,1.0,0.6488806479528959,7.736661748633526e-5,5.0197817249131305e-5
6,5.0,2.0,0.6488305066472653,8.709766701614027e-8,5.651161849584696e-8
6,5.0,3.0,0.6488304502351961,1.5342894083890423e-10,9.954936874834175e-11
6,5.0,4.0,0.6488304501349829,1.0232463174116498e-12,6.639133687258436e-13
6,5.0,5.0,0.6488304501346008,1.6120407284841391e-12,1.04594111149936e-12
6,5.0,6.0,0.6488304501343786,1.9546057999654308e-12,1.2682077610293163e-12
6,5.0,7.0,0.6488304501342068,2.2193151733827924e-12,1.439959262938828e-12
6,5.0,8.0,0.6488304501338952,2.699624941438729e-12,1.7515988659511095e-12
6,5.0,9.0,0.6488304501336314,3.1061856856143275e-12,2.0153878566020467e-12
6,5.0,10.0,0.6488304501334523,3.382188413036567e-12,2.1944668304740844e-12
6,1.0,0.0,7.3406532742036,52.07094096925334,7.484387717605044
6,1.0,1.0,-0.14199443208274662,0.012105736645439824,0.0017400113186967492
6,1.0,2.0,-0.1437316842647849,1.919607154128686e-5,2.759136658481154e-6
6,1.0,3.0,-0.14373443831658309,3.5376769565466876e-8,5.084860282833503e-9
6,1.0,4.0,-0.14373444339269498,6.086495827697127e-11,8.74839090059254e-12
6,1.0,5.0,-0.14373444340246216,7.088044691569343e-12,1.018796158547275e-12
6,1.0,6.0,-0.1437344434027185,8.871352399482025e-12,1.275118899357608e-12
6,1.0,7.0,-0.14373444340278418,9.328427585689855e-12,1.3408163468398016e-12
6,1.0,8.0,-0.14373444340327476,1.2741525987136162e-11,1.8313961458460426e-12
6,1.0,9.0,-0.1437344434033667,1.3381083662134192e-11,1.9233226122850056e-12
6,1.0,10.0,-0.14373444340335823,1.3322187197498202e-11,1.9148571617222387e-12
6,0.5,0.0,18.28744225233595,33.96361932649077,18.842218779488704
6,0.5,1.0,-0.5523064394397953,0.004452401268012577,0.0024700877129585352
6,0.5,2.0,-0.5547726617873868,6.967427744003869e-6,3.865365367006213e-6
6,0.5,3.0,-0.5547765200369562,1.2826421576138229e-8,7.115797617807118e-9
6,0.5,4.0,-0.5547765271401388,2.2738921930149265e-11,1.2615020139605804e-11
6,0.5,5.0,-0.5547765271538283,1.9367687539822277e-12,1.0744738432322265e-12
6,0.5,6.0,-0.5547765271541124,2.4488777890556435e-12,1.358579915233804e-12
6,0.5,7.0,-0.5547765271541613,2.5369309252151993e-12,1.407429728317311e-12
6,0.5,8.0,-0.554776527154289,2.767269924578037e-12,1.5352163984516665e-12
6,0.5,9.0,-0.5547765271544914,3.1320900773481964e-12,1.7376100558408325e-12
6,0.5,10.0,-0.5547765271546515,3.4206642190347403e-12,1.89770421599178e-12
6,0.1,0.0,108.68716676638782,89.55795776361619,109.91446659930065
6,0.1,1.0000000000000002,-1.2240483985493869,0.002649258377008578,0.003251434363445549
6,0.1,2.0,-1.22729482188381,4.082970508112756e-6,5.011029022394808e-6
6,0.1,3.0,-1.2272998236996453,7.506875545035495e-9,9.213187102119491e-9
6,0.1,4.0,-1.2272998328963636,1.3418747286551881e-11,1.6468826302684647e-11
6,0.1,5.0,-1.2272998329137441,7.428626024158614e-13,9.117151478221786e-13
6,0.1,6.0,-1.227299832914001,9.521884745530148e-13,1.1686207557204398e-12
6,0.1,7.000000000000002,-1.227299832914153,1.0759386012097243e-12,1.3204992654891612e-12
6,0.1,8.000000000000002,-1.227299832914439,1.3089651554989667e-12,1.6064927166326015e-12
6,0.1,9.000000000000002,-1.2272998329146314,1.46582386867348e-12,1.7990053891026037e-12
6,0.1,10.000000000000002,-1.2272998329148017,1.6045904580677728e-12,1.9693136010801027e-12
7,10.0,0.0,-1.194676044117992,0.21676208657102314,0.21282753215068717
7,10.0,2.0,-0.9818491351147363,6.34667592645977e-7,6.231474314333241e-7
7,10.0,2.0,-0.9818491351147598,6.346676166178299e-7,6.231474549700522e-7
7,10.0,4.0,-0.9818485119704473,3.2005815896232157e-12,3.1424862712015056e-12
7,10.0,4.0,-0.9818485119704051,3.157613174005593e-12,3.1002977962657496e-12
7,10.0,6.0,-0.9818485119685514,1.2696036067228216e-12,1.2465584120491258e-12
7,10.0,6.0,-0.9818485119687392,1.4609261309991857e-12,1.4344081478157023e-12
7,10.0,8.0,-0.9818485119691424,1.8715006497033683e-12,1.8375301280570966e-12
7,10.0,8.0,-0.9818485119691588,1.888235716838653e-12,1.853961428821549e-12
7,10.0,10.0,-0.9818485119692532,1.9843492780885996e-12,1.9483303859146872e-12
7,10.0,10.0,-0.9818485119692487,1.9798262869709553e-12,1.9438894938161866e-12
7,5.0,0.0,-1.5520285012868964,0.2516461699715198,0.3120386874545962
7,5.0,1.0,-1.2404523072837863,0.00037298165382238207,0.000462493451486079
7,5.0,2.0,-1.2399906654526858,6.867962752957136e-7,8.516203855446491e-7
7,5.0,3.0,-1.2399898154216094,1.2817114390921971e-9,1.5893091287466632e-9
7,5.0,4.0,-1.2399898138361911,3.1378383666525333e-12,3.890887612101324e-12
7,5.0,5.0,-1.2399898138333314,8.315996903917345e-13,1.0311751452718454e-12
7,5.0,6.0,-1.2399898138334573,9.331322107302602e-13,1.1570744362643381e-12
7,5.0,7.0,-1.239989813833685,1.1166786540230095e-12,1.3846701563124952e-12
7,5.0,8.0,-1.239989813833825,1.2296716352110338e-12,1.52478030202019e-12
7,5.0,9.0,-1.2399898138340955,1.447778530753052e-12,1.7952306308188781e-12
7,5.0,10.0,-1.2399898138341916,1.5253157111879402e-12,1.8913759447514167e-12
7,1.0,0.0,0.8655846681212405,1.3738588796810405,3.1808557909034993
7,1.0,1.0,-2.3144302934065073,0.0003631667010736013,0.0008408293757518059
7,1.0,2.0,-2.315269632669471,6.436018544907758e-7,1.4901127882716025e-6
7,1.0,3.0,-2.315271120010408,1.1972037165507216e-9,2.7718511930174827e-9
7,1.0,4.0,-2.3152711227774585,2.0734523534808725e-12,4.800604358479177e-12
7,1.0,5.0,-2.315271122782736,2.06002574249626e-13,4.769518113789672e-13
7,1.0,6.0,-2.3152711227828413,2.5146124286895686e-13,5.822009541134321e-13
7,1.0,7.0,-2.3152711227829137,2.827260655902688e-13,6.545874953189923e-13
7,1.0,8.0,-2.3152711227830634,3.4736560704476037e-13,8.042455590384634e-13
7,1.0,9.0,-2.3152711227831686,3.9282427566409126e-13,9.094947017729282e-13
7,1.0,10.0,-2.3152711227832157,4.131560008693616e-13,9.565681580170349e-13
7,0.5,0.0,6.079145792656334,3.329144217379404,8.689179876117331
7,0.5,1.0,-2.608695570633886,0.000512833466655786,0.0013385128271110602
7,0.5,2.0,-2.6100317188153483,9.059826703439042e-7,2.3646456486225986e-6
7,0.5,3.0,-2.61003407906312,1.6849884073979598e-9,4.397877173545339e-9
7,0.5,4.0,-2.6100340834532987,2.9494965224908622e-12,7.698286452750835e-12
7,0.5,5.0,-2.6100340834616182,2.380355139870041e-13,6.212808045802376e-13
7,0.5,6.0,-2.610034083461673,2.5896358276498946e-13,6.759037773917953e-13
7,0.5,7.0,-2.6100340834617115,2.737663631201498e-13,7.145395386487507e-13
7,0.5,8.0,-2.610034083461901,3.4641908969087947e-13,9.041656312547275e-13
7,0.5,9.0,-2.61003408346202,3.9201845906079875e-13,1.0231815394945443e-12
7,0.5,10.0,-2.6100340834620677,4.1022417742863967e-13,1.070699084948501e-12
7,0.1,0.0,49.07009400136115,18.839724830327953,51.82070223484359
7,0.1,1.0000000000000002,-2.748803302705596,0.0006561933302135825,0.00180493077684174
7,0.1,2.0,-2.750605061204576,1.153300503908206e-6,3.1722778617293557e-6
7,0.1,3.0,-2.7506082275842396,2.144324974479528e-9,5.8981979300654075e-9
7,0.1,4.0,-2.7506082334718105,3.863529041450407e-12,1.0627054791711998e-11
7,0.1,5.0,-2.7506082334829265,1.7775785518750096e-13,4.889422200449189e-13
7,0.1,6.0,-2.750608233483063,2.2732339700635907e-13,6.252776074688882e-13
7,0.1,7.000000000000002,-2.7506082334831334,2.5299414993534424e-13,6.958877918350481e-13
7,0.1,8.000000000000002,-2.7506082334832667,3.014295328202219e-13,8.291145547900669e-13
7,0.1,9.000000000000002,-2.7506082334832715,3.0320549685933406e-13,8.339995360984176e-13
7,0.1,10.000000000000002,-2.750608233483448,3.673016535436555e-13,1.0103029524088925e-12
8,10.0,0.0,-1.0140272971367366,0.008253955933811763,0.008301218732632787
8,10.0,2.0,-1.0057260858764239,7.429776612604866e-9,7.472320096013618e-9
8,10.0,2.0,-1.005726085876434,7.429786768503222e-9,7.472330310065445e-9
8,10.0,4.0,-1.0057260784050164,9.074074400954252e-13,9.126033262418787e-13
8,10.0,4.0,-1.0057260784050244,9.153555344612245e-13,9.205969320191798e-13
8,10.0,6.0,-1.0057260784053554,1.2445391094447474e-12,1.2516654379624015e-12
8,10.0,6.0,-1.005726078405378,1.2670587101478456e-12,1.2743139876647547e-12
8,10.0,8.0,-1.00572607840568,1.5673200528558207e-12,1.5762946503627973e-12
8,10.0,8.0,-1.005726078405693,1.5801253160007196e-12,1.589173237448449e-12
8,10.0,10.0,-1.0057260784062563,2.1402451883905237e-12,2.1525004001432535e-12
8,10.0,10.0,-1.0057260784062043,2.0885825750128276e-12,2.100541962590796e-12
8,5.0,0.0,-1.1194473469316248,0.07762377071321737,0.0942085468214322
8,5.0,1.0,-1.2135508215474906,8.65749559716765e-5,0.0001050722055664366
8,5.0,2.0,-1.2136556884432712,1.6916638966264214e-7,2.0530978583899184e-7
8,5.0,3.0,-1.2136558933691397,3.1633129648818246e-10,3.839173423614284e-10
8,5.0,4.0,-1.2136558937531896,1.092242288959838e-13,1.325606291402437e-13
8,5.0,5.0,-1.2136558937540554,8.22566387129553e-13,9.983125437429408e-13
8,5.0,6.0,-1.2136558937542945,1.019609091519795e-12,1.2374545832471995e-12
8,5.0,7.0,-1.2136558937543618,1.0750445041755457e-12,1.304734098539484e-12
8,5.0,8.0,-1.2136558937546202,1.2880043072491221e-12,1.5631940186722204e-12
8,5.0,9.0,-1.2136558937549675,1.5741461732345804e-12,1.9104717807749694e-12
8,5.0,10.0,-1.213655893755009,1.6083587876458852e-12,1.9519941218959502e-12
8,1.0,0.0,4.195109757132223,4.2698362914832675,5.478082170172887
8,1.0,1.0,-1.2812009217398457,0.0013807711551799906,0.0017714913008182176
8,1.0,2.0,-1.2829691728669739,2.5255209364502344e-6,3.2401736900222744e-6
8,1.0,3.0,-1.2829724069983455,4.7096245889358355e-9,6.042318423382653e-9
8,1.0,4.0,-1.2829724130301905,8.163386693780705e-12,1.0473399925103877e-11
8,1.0,5.0,-1.2829724130416722,7.859128853557109e-13,1.0083045509645672e-12
8,1.0,6.0,-1.282972413041878,9.463491867705412e-13,1.2141398997300712e-12
8,1.0,7.0,-1.282972413041971,1.0188657027282693e-12,1.3071765891936593e-12
8,1.0,8.0,-1.2829724130423195,1.2904132290711695e-12,1.6555645743210334e-12
8,1.0,9.0,-1.2829724130422384,1.227242517079354e-12,1.574518293523397e-12
8,1.0,10.0,-1.2829724130423774,1.335584614906413e-12,1.7135182162064666e-12
8,0.5,0.0,12.805506956915757,11.247465440334476,14.055133709157605
8,0.5,1.0,-1.2471747534170143,0.0019621849647786706,0.002451998824834156
8,0.5,2.0,-1.2496222912243644,3.569879947014393e-6,4.461017484080898e-6
8,0.5,3.0,-1.2496267439253967,6.655148615024074e-9,8.31645174947937e-9
8,0.5,4.0,-1.2496267522270295,1.1858768917603677e-11,1.4819034888091664e-11
8,0.5,5.0,-1.2496267522427185,6.961844891168763e-13,8.699707620962727e-13
8,0.5,6.0,-1.249626752242991,9.14208574912284e-13,1.142419492339286e-12
8,0.5,7.0,-1.2496267522433433,1.1962006076403295e-12,1.4948042803553108e-12
8,0.5,8.0,-1.249626752243546,1.3584304286111587e-12,1.6975310046518644e-12
8,0.5,9.0,-1.2496267522438191,1.576987580631005e-12,1.970645868709653e-12
8,0.5,10.0,-1.2496267522437001,1.4817464151979663e-12,1.851629960469836e-12
8,0.1,0.0,81.65393027506455,67.36999845159258,82.88421402043211
8,0.1,1.0000000000000002,-1.2271119447518057,0.002578104951559505,0.0031718006157552825
8,0.1,2.0,-1.230277998780619,4.670944376626169e-6,5.74658694207919e-6
8,0.1,3.0,-1.2302837346568944,8.705850675670763e-9,1.0710666575874939e-8
8,0.1,4.0,-1.230283745348457,1.552816717758664e-11,1.910405167393492e-11
8,0.1,5.0,-1.2302837453684852,7.511678904786963e-13,9.241496456979803e-13
8,0.1,6.0,-1.230283745368695,9.217237906474535e-13,1.1339817973521349e-12
8,0.1,7.000000000000002,-1.2302837453688882,1.078743508263135e-12,1.3271606036369121e-12
8,0.1,8.000000000000002,-1.2302837453690236,1.1888377930281528e-12,1.4626078126411812e-12
8,0.1,9.000000000000002,-1.2302837453692175,1.3463989579459571e-12,1.6564527527407336e-12
8,0.1,10.000000000000002,-1.2302837453692437,1.3676958851627967e-12,1.6826540161218873e-12
9,10.0,0.0,-0.21769525280535662,0.4093015708174215,0.15084348379939128
9,10.0,2.0,-0.36853832022628685,1.1298092159303315e-6,4.163784610433652e-7
9,10.0,2.0,-0.3685383202263188,1.1298091291703251e-6,4.1637842906894207e-7
9,10.0,4.0,-0.36853873660422665,1.414368852684659e-12,5.21249710061511e-13
9,10.0,4.0,-0.36853873660422176,1.427623853646986e-12,5.261346913698617e-13
9,10.0,6.0,-0.36853873660601255,3.4315389991333227e-12,1.2646550473505158e-12
9,10.0,6.0,-0.3685387366060374,3.4990190040324417e-12,1.2895240431021193e-12
9,10.0,8.0,-0.36853873660627845,4.1530328015145274e-12,1.5305534617482408e-12
9,10.0,8.0,-0.36853873660625625,4.092782797140314e-12,1.5083490012557377e-12
9,10.0,10.0,-0.3685387366067574,5.45262539586631e-12,2.0095036745715333e-12
9,10.0,10.0,-0.3685387366067907,5.54300040242763e-12,2.042810365310288e-12
9,5.0,0.0,-0.5436690375115698,0.42407820942330077,0.40032899556713497
9,5.0,1.0,-0.9434622804966402,0.0005675356974180807,0.0005357525820646192
9,5.0,2.0,-0.9439970194348322,1.0737775261143283e-6,1.0136438726160435e-6
9,5.0,3.0,-0.9439980311845612,2.00651225252244e-9,1.8941436197295047e-9
9,5.0,4.0,-0.9439980330760419,2.8208426620115893e-12,2.662869924563438e-12
9,5.0,5.0,-0.9439980330798343,1.196550062259992e-12,1.1295409052536343e-12
9,5.0,6.0,-0.9439980330799977,1.3696699454570343e-12,1.2929657344784573e-12
9,5.0,7.0,-0.9439980330802058,1.5900684924076168e-12,1.5010215292932116e-12
9,5.0,8.0,-0.9439980330803015,1.6914471196602325e-12,1.5967227540159001e-12
9,5.0,9.0,-0.9439980330804834,1.884090033163463e-12,1.7785772854495008e-12
9,5.0,10.0,-0.9439980330807012,2.1148381383486514e-12,1.9964030428809565e-12
9,1.0,0.0,6.244358935025376,78.18085941372442,6.325264472777331
9,1.0,1.0,-0.07837831317673438,0.031236731692807898,0.002527224575220144
9,1.0,2.0,-0.08090087132185714,5.767751166422375e-5,4.666430097388652e-6
9,1.0,3.0,-0.08090552904437869,1.076264503379662e-7,8.707575840927184e-9
9,1.0,4.0,-0.08090553773650278,1.909850848182794e-10,1.545175098982554e-11
9,1.0,5.0,-0.08090553775292851,1.2038542833766807e-11,9.73984781715842e-13
9,1.0,6.0,-0.08090553775298609,1.2750223927725436e-11,1.0315637233304642e-12
9,1.0,7.0,-0.08090553775320489,1.5454577778617638e-11,1.250360925908467e-12
9,1.0,8.0,-0.0809055377534559,1.8557054507089495e-11,1.501368473988407e-12
9,1.0,9.0,-0.0809055377536275,2.0678032267224094e-11,1.6729673202320328e-12
9,1.0,10.0,-0.08090553775391528,2.42350654909937e-11,1.960751006002681e-12
9,0.5,0.0,16.163250295452652,51.628965850034355,15.856133291833206
9,0.5,1.0,0.3104778873114562,0.010943333167497595,0.0033608836920111518
9,0.5,2.0,0.30712318637253283,2.0131588335764117e-5,6.182753087780046e-6
9,0.5,3.0,0.3071170151540634,3.755773283672914e-8,1.1534618371555894e-8
9,0.5,4.0,0.3071170036400988,6.725044930579759e-11,2.0653756482857943e-11
9,0.5,5.0,0.3071170036185437,2.934824682187885e-12,9.013345625419333e-13
9,0.5,6.0,0.3071170036182301,3.956057634972362e-12,1.21497256699854e-12
9,0.5,7.0,0.3071170036180987,4.383890979970743e-12,1.3463674619629273e-12
9,0.5,8.0,0.3071170036179722,4.795818395793013e-12,1.472877375618964e-12
9,0.5,9.0,0.3071170036177261,5.597079578039665e-12,1.7189583090271299e-12
9,0.5,10.0,0.30711700361748584,6.379362094792093e-12,1.9592105715560137e-12
9,0.1,0.0,93.38282766556526,270.44014723052476,93.03880034087383
9,0.1,1.0000000000000002,0.34831537537284657,0.01246427354357055,0.004288050681416744
9,0.1,2.0,0.3440351915917174,2.286707980142519e-5,7.86690028758974e-6
9,0.1,3.0,0.34402733936628876,4.265608539175408e-8,1.4674858939134339e-8
9,0.1,4.0,0.3440273247180503,7.737898034445083e-11,2.6620483595252153e-11
9,0.1,5.0,0.3440273246902175,3.5238713460531117e-12,1.2123080317394397e-12
9,0.1,6.0,0.3440273246901885,3.6082609570236588e-12,1.2413403638333875e-12
9,0.1,7.000000000000002,0.3440273246896901,5.05692238588326e-12,1.7397194795876203e-12
9,0.1,8.000000000000002,0.3440273246900573,3.989547096074142e-12,1.3725132141928498e-12
9,0.1,9.000000000000002,0.3440273246897342,4.928805079744418e-12,1.6956436255100016e-12
9,0.1,10.000000000000002,0.34402732468945607,5.737202691527288e-12,1.9737544931786033e-12
10,10.0,0.0,-0.8267468434693166,0.42466674743117294,0.2464379080919521
10,10.0,2.0,-0.5803098118326367,1.5103253091862024e-6,8.76455272247334e-7
10,10.0,2.0,-0.5803098118326381,1.5103253114819926e-6,8.764552735796016e-7
10,10.0,4.0,-0.5803089353813045,6.789417204523433e-12,3.9399594697897555e-12
10,10.0,4.0,-0.5803089353812667,6.724369812460257e-12,3.9022118869525e-12
10,10.0,6.0,-0.5803089353785859,2.1046657649617417e-12,1.2213563493901347e-12
10,10.0,6.0,-0.5803089353785774,2.0901257596770318e-12,1.2129186544029835e-12
10,10.0,8.0,-0.5803089353794596,3.610321575365242e-12,2.095101869770133e-12
10,10.0,8.0,-0.5803089353791412,3.0616276917264568e-12,1.776689906307638e-12
10,10.0,10.0,-0.5803089353794527,3.598459992106663e-12,2.088218487017457e-12
10,10.0,10.0,-0.5803089353794931,3.6680989647860626e-12,2.1286306051138126e-12
10,5.0,0.0,-1.3609212831951003,0.31194802065772054,0.32359262248121934
10,5.0,1.0,-1.0379555661919608,0.0006043460494463088,0.0006269054780798644
10,5.0,2.0,-1.0373298165568992,1.114249573891344e-6,1.1558430181857204e-6
10,5.0,3.0,-1.0373286628708902,2.079388451878333e-9,2.157009237890861e-9
10,5.0,4.0,-1.0373286607187095,4.6548236461303795e-12,4.828581978699731e-12
10,5.0,5.0,-1.0373286607149461,1.0268182208446348e-12,1.0651479698253752e-12
10,5.0,6.0,-1.0373286607151406,1.2143297408487833e-12,1.2596590437397026e-12
10,5.0,7.0,-1.0373286607151992,1.270840061945924e-12,1.3182788194399109e-12
10,5.0,8.0,-1.0373286607156957,1.7494653572989787e-12,1.8147705560522809e-12
10,5.0,9.0,-1.0373286607157133,1.7663756427788048e-12,1.8323120798413584e-12
10,5.0,10.0,-1.0373286607159709,2.0146785688116955e-12,2.0898838215543947e-12
10,1.0,0.0,2.476494467970444,2.2667642462538273,4.431471074939045
10,1.0,1.0,-1.9533267493226982,0.0008439270526418381,0.0016498576459027525
10,1.0,2.0,-1.9549735675351547,1.5547160183028e-6,3.0394334462613415e-6
10,1.0,3.0,-1.954976601298281,2.900454138997e-9,5.670319991324391e-9
10,1.0,4.0,-1.9549766069586358,5.097319215436797e-12,9.96513982443048e-12
10,1.0,5.0,-1.9549766069696775,5.506317778122861e-13,1.0764722446765518e-12
10,1.0,6.0,-1.9549766069697934,6.099201004232625e-13,1.1923795284474181e-12
10,1.0,7.0,-1.9549766069699483,6.891983555620776e-13,1.34736666268509e-12
10,1.0,8.0,-1.9549766069701768,8.060713133526805e-13,1.5758505611529472e-12
10,1.0,9.0,-1.9549766069702768,8.571819362931773e-13,1.6757706333692113e-12
10,1.0,10.0,-1.9549766069704888,9.656500360891207e-13,1.887823231072616e-12
10,0.5,0.0,9.569729083594883,5.571033948186576,11.66328804466788
10,0.5,1.0,-2.0910422408399767,0.0012021253185673518,0.0025167202330194094
10,0.5,2.0,-2.0935543407449346,2.2069252155714716e-6,4.620328061477608e-6
10,0.5,3.0,-2.093558952454933,4.116465460128465e-9,8.618063151999422e-9
10,0.5,4.0,-2.093558961057573,7.366985379856667e-12,1.5423218258092675e-11
10,0.5,5.0,-2.0935589610738004,3.841523329375302e-13,8.042455590384634e-13
10,0.5,6.0,-2.093558961074101,5.277586992537687e-13,1.1048939541069558e-12
10,0.5,7.0,-2.0935589610742023,5.761224385744516e-13,1.20614629395277e-12
10,0.5,8.0,-2.093558961074388,6.647892939957038e-13,1.3917755836700962e-12
10,0.5,9.0,-2.0935589610746335,7.820925740147288e-13,1.6373569167171809e-12
10,0.5,10.0,-2.0935589610746828,8.056380786840087e-13,1.6866508190105378e-12
10,0.1,0.0,66.69876503720411,32.04839693935973,68.84698432103615
10,0.1,1.0000000000000002,-2.144873556150634,0.001557442346124308,0.003345727681400845
10,0.1,2.0,-2.148213157658915,2.8517447757821558e-6,6.126173119902489e-6
10,0.1,3.0,-2.148219272406639,5.3185425839002125e-9,1.1425395740616295e-8
10,0.1,4.0,-2.148219283811397,9.606893446807795e-12,2.063771376015211e-11
10,0.1,5.0,-2.14821928383283,3.7003656545416493e-13,7.949196856316121e-13
10,0.1,6.0,-2.148219283833179,5.325218953128095e-13,1.1439738045737613e-12
10,0.1,7.000000000000002,-2.1482192838332606,5.705591735494387e-13,1.2256862191861728e-12
10,0.1,8.000000000000002,-2.148219283833506,6.848777325975689e-13,1.4712675522332574e-12
10,0.1,9.000000000000002,-2.1482192838336966,7.73562473703623e-13,1.6617818232589343e-12
10,0.1,10.000000000000002,-2.148219283833778,8.113930276020097e-13,1.7430501486614958e-12
